,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,PortionOfYear,YearWPortion
640,National,X,2010,1,1.9071200000000001,1.9828400000000002,4998,3333,X,3961,1244,763,14299,1996,721138,0.018867924528301886,2010.0188679245282
641,National,X,2010,2,1.8673799999999998,1.82749,4877,2793,X,4614,1182,622,14088,2016,770895,0.03773584905660377,2010.0377358490566
642,National,X,2010,3,1.8807200000000002,1.9260599999999999,5399,2693,X,5079,1008,578,14757,2053,766177,0.05660377358490566,2010.0566037735848
643,National,X,2010,4,1.96908,1.92495,5333,2560,X,5655,1046,528,15122,2026,785580,0.07547169811320754,2010.0754716981132
644,National,X,2010,5,2.11387,2.0887700000000002,5816,2581,X,6142,948,550,16037,1996,767773,0.09433962264150944,2010.0943396226414
645,National,X,2010,6,2.09695,2.0343400000000003,5496,2644,X,5577,1006,658,15381,1977,756068,0.11320754716981132,2010.1132075471698
646,National,X,2010,7,1.90294,1.97649,5388,2649,X,5536,994,498,15065,1954,762208,0.1320754716981132,2010.132075471698
647,National,X,2010,8,1.9695099999999999,1.9936200000000002,5040,2943,X,6207,1218,679,16087,1990,806925,0.1509433962264151,2010.1509433962265
648,National,X,2010,9,1.9233099999999999,1.8538299999999999,4281,2763,X,5685,1085,672,14486,1953,781411,0.16981132075471697,2010.1698113207547
649,National,X,2010,10,1.8965900000000002,1.8673,4612,2660,X,5270,1112,700,14354,1946,768702,0.18867924528301888,2010.188679245283
650,National,X,2010,11,1.7518099999999999,1.69987,4063,2468,X,4466,976,628,12601,1933,741293,0.20754716981132076,2010.2075471698113
651,National,X,2010,12,1.5263200000000001,1.4974100000000001,3625,2097,X,4108,827,534,11191,1917,747358,0.22641509433962265,2010.2264150943397
652,National,X,2010,13,1.4957200000000002,1.45112,3408,1954,X,3733,736,528,10359,1875,713863,0.24528301886792453,2010.245283018868
653,National,X,2010,14,1.2231299999999998,1.20715,3090,1718,X,2933,644,428,8813,1850,730068,0.2641509433962264,2010.2641509433963
654,National,X,2010,15,1.17754,1.17415,3117,1572,X,3110,598,404,8801,1831,749563,0.2830188679245283,2010.2830188679245
655,National,X,2010,16,1.09112,1.1620700000000002,2921,1461,X,3044,522,414,8362,1765,719580,0.3018867924528302,2010.301886792453
656,National,X,2010,17,1.11958,1.17213,3081,1435,X,2972,557,395,8440,1755,720054,0.32075471698113206,2010.3207547169811
657,National,X,2010,18,1.08169,1.12168,2781,1385,X,2901,482,365,7914,1710,705551,0.33962264150943394,2010.3396226415093
658,National,X,2010,19,1.12497,1.14981,2851,1363,X,2645,491,347,7697,1664,669414,0.3584905660377358,2010.3584905660377
659,National,X,2010,20,1.06197,1.1332799999999998,2816,1364,X,2553,498,372,7603,1624,670887,0.37735849056603776,2010.377358490566
660,National,X,2010,21,1.08909,1.08171,2636,1235,X,2188,445,349,6853,1497,633532,0.39622641509433965,2010.3962264150944
661,National,X,2010,22,1.1776,1.19959,2413,1212,X,2172,463,335,6595,1421,549773,0.41509433962264153,2010.4150943396226
662,National,X,2010,23,0.97493,0.952808,2147,1081,X,1831,374,322,5755,1435,604004,0.4339622641509434,2010.433962264151
663,National,X,2010,24,0.987132,0.916032,1975,978,X,1784,339,240,5316,1405,580329,0.4528301886792453,2010.4528301886792
664,National,X,2010,25,0.995991,0.926582,2027,882,X,1779,397,249,5334,1384,575664,0.4716981132075472,2010.4716981132076
665,National,X,2010,26,0.904726,0.8696200000000001,1754,862,X,1541,323,238,4718,1347,542536,0.49056603773584906,2010.4905660377358
666,National,X,2010,27,0.9419270000000001,0.903133,1753,816,X,1566,334,222,4691,1353,519414,0.5094339622641509,2010.5094339622642
667,National,X,2010,28,0.880415,0.773776,1458,819,X,1450,298,209,4234,1284,547187,0.5283018867924528,2010.5283018867924
668,National,X,2010,29,0.842615,0.7427739999999999,1323,759,X,1335,335,198,3950,1265,531790,0.5471698113207547,2010.5471698113208
669,National,X,2010,30,0.858382,0.730934,1290,805,X,1279,302,174,3850,1250,526723,0.5660377358490566,2010.566037735849
670,National,X,2010,31,0.83383,0.786882,1381,839,X,1357,291,209,4077,1241,518121,0.5849056603773585,2010.5849056603774
671,National,X,2010,32,0.8474370000000001,0.763051,1378,809,X,1307,300,214,4008,1212,525260,0.6037735849056604,2010.6037735849056
672,National,X,2010,33,0.888273,0.841043,1485,883,X,1592,360,198,4518,1225,537190,0.6226415094339622,2010.622641509434
673,National,X,2010,34,0.765372,0.791573,1520,811,X,1592,295,202,4420,1235,558382,0.6415094339622641,2010.6415094339623
674,National,X,2010,35,0.91858,0.912732,1564,1019,X,1866,354,204,5007,1170,548573,0.660377358490566,2010.6603773584907
675,National,X,2010,36,1.01432,1.03398,1850,1076,X,1959,374,234,5493,1198,531250,0.6792452830188679,2010.6792452830189
676,National,X,2010,37,1.01233,0.934009,1720,1061,X,2118,358,253,5510,1210,589930,0.6981132075471698,2010.698113207547
677,National,X,2010,38,1.1180299999999999,1.08189,2134,1291,X,2510,480,326,6741,1206,623077,0.7169811320754716,2010.7169811320755
678,National,X,2010,39,1.11806,1.0656299999999999,1995,1269,X,2383,446,294,6387,1254,599366,0.7358490566037735,2010.7358490566037
679,National,X,2010,40,1.1093899999999999,1.13505,2627,1677,X,3142,627,400,8473,1838,746485,0.7547169811320755,2010.754716981132
680,National,X,2010,41,1.2434100000000001,1.2525600000000001,2953,1779,X,3522,649,444,9347,1875,746230,0.7735849056603774,2010.7735849056603
681,National,X,2010,42,1.25726,1.2457,3044,1898,X,3641,690,411,9684,1907,777397,0.7924528301886793,2010.7924528301887
682,National,X,2010,43,1.25734,1.2677399999999999,3226,1754,X,3822,682,420,9904,1929,781234,0.8113207547169812,2010.811320754717
683,National,X,2010,44,1.43414,1.43723,3451,1981,X,4397,736,455,11020,1947,766753,0.8301886792452831,2010.8301886792453
684,National,X,2010,45,1.5183799999999998,1.53341,3927,1956,X,4679,734,511,11807,1940,769982,0.8490566037735849,2010.8490566037735
685,National,X,2010,46,1.61617,1.69445,4416,2327,X,5322,774,497,13336,1921,787038,0.8679245283018868,2010.867924528302
686,National,X,2010,47,1.84378,1.9915,4598,2043,X,4145,743,550,12079,1938,606527,0.8867924528301887,2010.8867924528302
687,National,X,2010,48,1.72535,1.81305,5045,2440,X,4978,915,619,13997,1964,772016,0.9056603773584906,2010.9056603773586
688,National,X,2010,49,1.87923,2.0142599999999997,5060,2511,X,5867,893,627,14958,1936,742606,0.9245283018867925,2010.9245283018868
689,National,X,2010,50,2.3371,2.5565900000000004,6300,2847,X,7194,1031,650,18022,1916,704923,0.9433962264150944,2010.9433962264152
690,National,X,2010,51,3.03533,3.38185,7295,3433,X,7071,1262,838,19899,1840,588406,0.9622641509433962,2010.9622641509434
691,National,X,2010,52,3.136,3.43172,7478,4455,X,5764,1581,1068,20346,1887,592880,0.9811320754716981,2010.9811320754718
692,National,X,2011,1,2.53336,2.69151,6584,4455,X,6342,1586,1059,20026,1923,744043,0.018867924528301886,2011.0188679245282
693,National,X,2011,2,2.91288,2.91063,6238,4220,X,7773,1537,953,20721,1921,711908,0.03773584905660377,2011.0377358490566
694,National,X,2011,3,3.4449699999999996,3.49232,7247,5095,X,11243,1734,938,26257,1964,751850,0.05660377358490566,2011.0566037735848
695,National,X,2011,4,4.16185,4.0037,8007,5952,X,15291,1794,931,31975,1947,798637,0.07547169811320754,2011.0754716981132
696,National,X,2011,5,4.55159,4.43534,8195,6536,X,16366,1990,1197,34284,1970,772974,0.09433962264150944,2011.0943396226414
697,National,X,2011,6,4.46504,4.24215,8036,6812,X,16516,1996,1096,34456,1961,812230,0.11320754716981132,2011.1132075471698
698,National,X,2011,7,4.55124,4.39719,8172,7257,X,17493,2352,1293,36567,1910,831600,0.1320754716981132,2011.132075471698
699,National,X,2011,8,4.0822,3.90256,7839,6425,X,13718,2028,1267,31277,1908,801449,0.1509433962264151,2011.1509433962265
700,National,X,2011,9,3.38812,3.15073,6376,4869,X,10496,1740,1146,24627,1860,781629,0.16981132075471697,2011.1698113207547
701,National,X,2011,10,2.99142,2.72422,5691,3939,X,8427,1421,899,20377,1829,747993,0.18867924528301888,2011.188679245283
702,National,X,2011,11,2.61542,2.33336,5363,3265,X,6702,1175,804,17309,1823,741807,0.20754716981132076,2011.2075471698113
703,National,X,2011,12,2.09065,1.925,4400,2551,X,5489,978,613,14031,1790,728883,0.22641509433962265,2011.2264150943397
704,National,X,2011,13,1.86146,1.75243,4189,2244,X,5025,877,622,12957,1770,739375,0.24528301886792453,2011.245283018868
705,National,X,2011,14,1.6137700000000001,1.57704,3701,1985,X,4557,747,508,11498,1723,729089,0.2641509433962264,2011.2641509433963
706,National,X,2011,15,1.4219899999999999,1.35766,3164,1574,X,3562,641,450,9391,1681,691707,0.2830188679245283,2011.2830188679245
707,National,X,2011,16,1.3382,1.31223,3139,1505,X,3064,559,428,8695,1651,662612,0.3018867924528302,2011.301886792453
708,National,X,2011,17,1.19995,1.14937,2895,1324,X,2673,555,383,7830,1612,681240,0.32075471698113206,2011.3207547169811
709,National,X,2011,18,1.14889,1.1145100000000001,2532,1305,X,2553,524,393,7307,1585,655627,0.33962264150943394,2011.3396226415093
710,National,X,2011,19,1.12194,1.10984,2551,1254,X,2595,485,351,7236,1556,651983,0.3584905660377358,2011.3584905660377
711,National,X,2011,20,1.06712,1.0524,2353,1131,X,2280,461,305,6530,1516,620485,0.37735849056603776,2011.377358490566
712,National,X,2011,21,1.0505799999999998,1.03536,2213,1045,X,2110,405,299,6072,1381,586460,0.39622641509433965,2011.3962264150944
713,National,X,2011,22,1.1520299999999999,1.1177700000000002,2249,1013,X,1980,397,307,5946,1357,531954,0.41509433962264153,2011.4150943396226
714,National,X,2011,23,0.970975,0.982949,2040,1037,X,1760,432,278,5547,1296,564322,0.4339622641509434,2011.433962264151
715,National,X,2011,24,0.894683,0.9251940000000001,1812,911,X,1599,405,262,4989,1279,539238,0.4528301886792453,2011.4528301886792
716,National,X,2011,25,0.843568,0.8355309999999999,1604,870,X,1422,308,244,4448,1251,532356,0.4716981132075472,2011.4716981132076
717,National,X,2011,26,0.815409,0.832393,1472,750,X,1462,324,210,4218,1225,506732,0.49056603773584906,2011.4905660377358
718,National,X,2011,27,0.823052,0.855591,1423,823,X,1269,270,224,4009,1211,468565,0.5094339622641509,2011.5094339622642
719,National,X,2011,28,0.674635,0.7069489999999999,1255,756,X,1206,316,188,3721,1220,526346,0.5283018867924528,2011.5283018867924
720,National,X,2011,29,0.631883,0.694387,1243,733,X,1184,259,178,3597,1203,518011,0.5471698113207547,2011.5471698113208
721,National,X,2011,30,0.641513,0.687976,1251,667,X,1188,263,169,3538,1179,514262,0.5660377358490566,2011.566037735849
722,National,X,2011,31,0.529813,0.6447430000000001,1088,635,X,1125,203,151,3202,1175,496632,0.5849056603773585,2011.5849056603774
723,National,X,2011,32,0.644089,0.67533,1207,704,X,1223,231,158,3523,1175,521671,0.6037735849056604,2011.6037735849056
724,National,X,2011,33,0.667718,0.72823,1342,767,X,1358,241,166,3874,1191,531975,0.6226415094339622,2011.622641509434
725,National,X,2011,34,0.7056680000000001,0.8065260000000001,1505,814,X,1600,305,220,4444,1195,551005,0.6415094339622641,2011.6415094339623
726,National,X,2011,35,0.8041550000000001,0.860408,1528,887,X,1781,308,213,4717,1200,548228,0.660377358490566,2011.6603773584907
727,National,X,2011,36,0.907804,0.936075,1622,904,X,1809,293,185,4813,1184,514168,0.6792452830188679,2011.6792452830189
728,National,X,2011,37,1.00555,0.966683,1788,1022,X,2206,346,205,5567,1196,575887,0.6981132075471698,2011.698113207547
729,National,X,2011,38,1.03601,0.996007,1816,1126,X,2264,374,242,5822,1201,584534,0.7169811320754716,2011.7169811320755
730,National,X,2011,39,1.0758299999999998,1.10846,2248,1253,X,2514,449,244,6708,1213,605162,0.7358490566037735,2011.7358490566037
731,National,X,2011,40,1.1609200000000002,1.20345,3106,1765,X,3485,632,377,9365,1850,778182,0.7547169811320755,2011.754716981132
732,National,X,2011,41,1.19785,1.23777,3317,1777,X,3667,672,370,9803,1883,791987,0.7735849056603774,2011.7735849056603
733,National,X,2011,42,1.27926,1.2525899999999999,3324,1763,X,3837,655,379,9958,1905,794995,0.7924528301886793,2011.7924528301887
734,National,X,2011,43,1.2919399999999999,1.30546,3453,1773,X,4035,657,380,10298,1900,788840,0.8113207547169812,2011.811320754717
735,National,X,2011,44,1.42824,1.45295,3634,1957,X,4658,760,387,11396,1925,784334,0.8301886792452831,2011.8301886792453
736,National,X,2011,45,1.3980299999999999,1.44089,3949,2072,X,4348,671,456,11496,1946,797839,0.8490566037735849,2011.8490566037735
737,National,X,2011,46,1.45831,1.46221,3923,2166,X,4361,797,474,11721,1900,801594,0.8679245283018868,2011.867924528302
738,National,X,2011,47,1.56548,1.65573,4125,1803,X,3340,679,430,10377,1918,626731,0.8867924528301887,2011.8867924528302
739,National,X,2011,48,1.34313,1.4660600000000001,4237,2059,X,3955,815,413,11479,1904,782984,0.9056603773584906,2011.9056603773586
740,National,X,2011,49,1.48139,1.51811,3995,1938,X,4040,772,442,11187,1898,736905,0.9245283018867925,2011.9245283018868
741,National,X,2011,50,1.63398,1.66429,4579,2077,X,4097,838,546,12137,1872,729258,0.9433962264150944,2011.9433962264152
742,National,X,2011,51,1.8312599999999999,1.85274,5016,2068,X,3535,818,521,11958,1851,645424,0.9622641509433962,2011.9622641509434
743,National,X,2011,52,2.10451,2.12413,5243,2315,X,3184,946,668,12356,1821,581697,0.9811320754716981,2011.9811320754718
744,National,X,2012,1,1.73625,1.76709,4514,2342,X,3393,1028,715,11992,1891,678631,0.018867924528301886,2012.0188679245282
745,National,X,2012,2,1.55066,1.5434,4059,2319,X,3636,918,611,11543,1883,747894,0.03773584905660377,2012.0377358490566
746,National,X,2012,3,1.62891,1.64762,4364,2247,X,4030,800,498,11939,1887,724623,0.05660377358490566,2012.0566037735848
747,National,X,2012,4,1.7603799999999998,1.6843,4766,2303,X,4802,825,513,13209,1891,784244,0.07547169811320754,2012.0754716981132
748,National,X,2012,5,1.9272799999999999,1.8635400000000002,5218,2415,X,5336,915,564,14448,1885,775298,0.09433962264150944,2012.0943396226414
749,National,X,2012,6,1.9199400000000002,1.86408,5028,2582,X,5555,894,565,14624,1875,784516,0.11320754716981132,2012.1132075471698
750,National,X,2012,7,2.09951,2.01839,5277,2937,X,5994,1054,667,15929,1884,789193,0.1320754716981132,2012.132075471698
751,National,X,2012,8,2.2397299999999998,2.10385,5246,3009,X,5990,1131,761,16137,1853,767022,0.1509433962264151,2012.1509433962265
752,National,X,2012,9,2.21921,2.09555,5219,3141,X,6239,1153,766,16518,1826,788242,0.16981132075471697,2012.1698113207547
753,National,X,2012,10,2.16693,2.10398,4811,2832,X,6493,998,629,15763,1816,749198,0.18867924528301888,2012.188679245283
754,National,X,2012,11,2.3891299999999998,2.2941,5175,3321,X,6768,1185,701,17150,1819,747570,0.20754716981132076,2012.2075471698113
755,National,X,2012,12,1.9646599999999999,1.9222299999999999,4422,2822,X,5683,988,609,14524,1780,755579,0.22641509433962265,2012.2264150943397
756,National,X,2012,13,1.8422900000000002,1.74239,3807,2485,X,5256,920,549,13017,1753,747079,0.24528301886792453,2012.245283018868
757,National,X,2012,14,1.6867400000000001,1.6760099999999998,3582,2306,X,4631,839,572,11930,1729,711808,0.2641509433962264,2012.2641509433963
758,National,X,2012,15,1.53136,1.49637,3253,2109,X,4059,767,544,10732,1707,717202,0.2830188679245283,2012.2830188679245
759,National,X,2012,16,1.3791200000000001,1.38202,3001,1990,X,4020,719,393,10123,1699,732480,0.3018867924528302,2012.301886792453
760,National,X,2012,17,1.29515,1.28926,2638,1831,X,3802,664,435,9370,1675,726772,0.32075471698113206,2012.3207547169811
761,National,X,2012,18,1.39521,1.3580299999999998,2509,1728,X,3671,636,455,8999,1564,662649,0.33962264150943394,2012.3396226415093
762,National,X,2012,19,1.32522,1.30833,2524,1559,X,3468,606,419,8576,1546,655492,0.3584905660377358,2012.3584905660377
763,National,X,2012,20,1.23059,1.26692,2465,1547,X,3087,588,375,8062,1503,636347,0.37735849056603776,2012.377358490566
764,National,X,2012,21,1.2302799999999998,1.27731,2545,1461,X,3011,483,378,7878,1415,616765,0.39622641509433965,2012.3962264150944
765,National,X,2012,22,1.2687700000000002,1.2991,2480,1276,X,2601,446,350,7153,1409,550614,0.41509433962264153,2012.4150943396226
766,National,X,2012,23,1.10782,1.16297,2336,1281,X,2352,458,338,6765,1365,581700,0.4339622641509434,2012.433962264151
767,National,X,2012,24,1.09559,1.08612,2231,1150,X,2024,428,300,6133,1289,564670,0.4528301886792453,2012.4528301886792
768,National,X,2012,25,1.1103100000000001,1.0568,2259,1119,X,1974,411,285,6048,1295,572296,0.4716981132075472,2012.4716981132076
769,National,X,2012,26,1.10616,1.07871,2168,1058,X,1850,422,288,5786,1260,536380,0.49056603773584906,2012.4905660377358
770,National,X,2012,27,1.10816,1.04662,1911,1013,X,1706,388,273,5291,1271,505533,0.5094339622641509,2012.5094339622642
771,National,X,2012,28,0.999444,0.9281520000000001,1913,964,X,1751,337,220,5185,1240,558637,0.5283018867924528,2012.5283018867924
772,National,X,2012,29,0.924199,0.9019360000000001,1818,914,X,1640,318,241,4931,1223,546713,0.5471698113207547,2012.5471698113208
773,National,X,2012,30,0.949257,0.915356,1752,975,X,1721,372,283,5103,1250,557488,0.5660377358490566,2012.566037735849
774,National,X,2012,31,0.9789030000000001,0.952548,1728,1050,X,1706,408,267,5159,1240,541600,0.5849056603773585,2012.5849056603774
775,National,X,2012,32,0.925024,0.9166610000000001,1660,989,X,1718,375,284,5026,1248,548294,0.6037735849056604,2012.6037735849056
776,National,X,2012,33,0.848456,0.9017870000000001,1721,986,X,1755,357,232,5051,1238,560110,0.6226415094339622,2012.622641509434
777,National,X,2012,34,1.04451,1.03315,2098,1194,X,2128,425,296,6141,1238,594395,0.6415094339622641,2012.6415094339623
778,National,X,2012,35,1.0986,1.0523799999999999,1958,1305,X,2335,443,277,6318,1238,600354,0.660377358490566,2012.6603773584907
779,National,X,2012,36,1.22071,1.12713,1886,1317,X,2294,481,318,6296,1242,558585,0.6792452830188679,2012.6792452830189
780,National,X,2012,37,1.24976,1.1866,2176,1408,X,2870,513,415,7382,1252,622114,0.6981132075471698,2012.698113207547
781,National,X,2012,38,1.22892,1.21415,2295,1530,X,2972,511,348,7656,1268,630563,0.7169811320754716,2012.7169811320755
782,National,X,2012,39,1.29393,1.2519799999999999,2421,1546,X,2867,575,398,7807,1248,623572,0.7358490566037735,2012.7358490566037
783,National,X,2012,40,1.23034,1.20559,2773,1814,X,3691,702,415,9395,1932,779285,0.7547169811320755,2012.754716981132
784,National,X,2012,41,1.3278,1.31929,2960,1957,X,4007,745,489,10158,1940,769959,0.7735849056603774,2012.7735849056603
785,National,X,2012,42,1.33995,1.3273700000000002,3202,1902,X,4233,760,488,10585,1968,797444,0.7924528301886793,2012.7924528301887
786,National,X,2012,43,1.37842,1.3668799999999999,3346,2012,X,4268,771,516,10913,1958,798388,0.8113207547169812,2012.811320754717
787,National,X,2012,44,1.50085,1.50535,3326,2032,X,4422,797,484,11061,1929,734781,0.8301886792452831,2012.8301886792453
788,National,X,2012,45,1.65163,1.61273,3733,2330,X,5145,925,541,12674,1974,785871,0.8490566037735849,2012.8490566037735
789,National,X,2012,46,1.7674599999999998,1.7520799999999999,4034,2569,X,5526,897,597,13623,1966,777534,0.8679245283018868,2012.867924528302
790,National,X,2012,47,2.30609,2.33365,4651,2824,X,5387,1105,683,14650,1968,627772,0.8867924528301887,2012.8867924528302
791,National,X,2012,48,2.16324,2.2268,5102,3950,X,7018,1498,953,18521,2006,831730,0.9056603773584906,2012.9056603773586
792,National,X,2012,49,2.83038,2.97657,6486,4672,X,10857,1791,1071,24877,2006,835762,0.9245283018867925,2012.9245283018868
793,National,X,2012,50,3.43761,3.62552,7446,5692,X,12945,2087,1262,29432,1977,811800,0.9433962264150944,2012.9433962264152
794,National,X,2012,51,4.305540000000001,4.5532,8546,7437,X,13971,2730,1648,34332,1908,754019,0.9622641509433962,2012.9622641509434
795,National,X,2012,52,6.06082,6.025980000000001,9709,9295,X,11391,3639,2554,36588,1905,607171,0.9811320754716981,2012.9811320754718
796,National,X,2013,1,4.64931,4.96368,8444,9679,X,9108,4080,2792,34103,1982,687051,0.018867924528301886,2013.0188679245282
797,National,X,2013,2,4.32584,4.69072,8297,10877,X,13424,4502,2796,39896,1995,850531,0.03773584905660377,2013.0377358490566
798,National,X,2013,3,4.5111300000000005,4.7047300000000005,8633,8977,X,15992,3523,2316,39441,2008,838326,0.05660377358490566,2013.0566037735848
799,National,X,2013,4,4.2171,4.1646,7441,7021,X,13439,2760,1765,32426,1978,778610,0.07547169811320754,2013.0754716981132
800,National,X,2013,5,3.78956,3.6953300000000002,6609,6421,X,12653,2551,1574,29808,1963,806640,0.09433962264150944,2013.0943396226414
801,National,X,2013,6,3.2920599999999998,3.2363,5757,5236,X,10816,1971,1207,24987,1931,772086,0.11320754716981132,2013.1132075471698
802,National,X,2013,7,3.0197,2.8942099999999997,5289,4698,X,9395,1894,1045,22321,1926,771229,0.1320754716981132,2013.132075471698
803,National,X,2013,8,2.7149900000000002,2.71742,5099,4357,X,8415,1625,1023,20519,1940,755092,0.1509433962264151,2013.1509433962265
804,National,X,2013,9,2.4845,2.52297,4633,4030,X,7981,1619,968,19231,1893,762238,0.16981132075471697,2013.1698113207547
805,National,X,2013,10,2.57808,2.55227,4791,3935,X,7709,1536,858,18829,1884,737736,0.18867924528301888,2013.188679245283
806,National,X,2013,11,2.39237,2.43225,4480,3606,X,7065,1352,889,17392,1846,715059,0.20754716981132076,2013.2075471698113
807,National,X,2013,12,2.06778,2.10851,3957,3191,X,6095,1270,741,15254,1825,723449,0.22641509433962265,2013.2264150943397
808,National,X,2013,13,1.90281,1.94725,3830,2924,X,5204,1124,632,13714,1811,704276,0.24528301886792453,2013.245283018868
809,National,X,2013,14,1.6590200000000002,1.74859,3516,2677,X,4299,1106,675,12273,1769,701881,0.2641509433962264,2013.2641509433963
810,National,X,2013,15,1.43006,1.4971299999999998,3110,2219,X,3929,957,603,10818,1742,722583,0.2830188679245283,2013.2830188679245
811,National,X,2013,16,1.27757,1.32313,2707,1757,X,3509,724,491,9188,1732,694415,0.3018867924528302,2013.301886792453
812,National,X,2013,17,1.1900899999999999,1.2264700000000002,2588,1630,X,3364,582,425,8589,1711,700300,0.32075471698113206,2013.3207547169811
813,National,X,2013,18,1.09556,1.19614,2439,1470,X,3142,565,370,7986,1675,667648,0.33962264150943394,2013.3396226415093
814,National,X,2013,19,1.08589,1.19049,2422,1474,X,2877,570,361,7704,1630,647130,0.3584905660377358,2013.3584905660377
815,National,X,2013,20,1.0734299999999999,1.17426,2431,1345,X,2583,565,393,7317,1582,623114,0.37735849056603776,2013.377358490566
816,National,X,2013,21,1.0167700000000002,1.13342,2230,1279,X,2219,493,368,6589,1489,581338,0.39622641509433965,2013.3962264150944
817,National,X,2013,22,1.04847,1.14306,2109,1147,X,2094,483,357,6190,1486,541528,0.41509433962264153,2013.4150943396226
818,National,X,2013,23,0.920349,1.00881,1983,1086,X,1779,460,330,5638,1421,558875,0.4339622641509434,2013.433962264151
819,National,X,2013,24,0.9207790000000001,1.02358,1969,1112,X,1713,468,277,5539,1419,541138,0.4528301886792453,2013.4528301886792
820,National,X,2013,25,0.9043329999999999,1.00138,1877,1040,X,1766,489,302,5474,1405,546643,0.4716981132075472,2013.4716981132076
821,National,X,2013,26,0.83057,0.9094979999999999,1703,947,X,1581,399,285,4915,1389,540408,0.49056603773584906,2013.4905660377358
822,National,X,2013,27,0.8628370000000001,0.950042,1594,851,X,1489,321,251,4506,1357,474295,0.5094339622641509,2013.5094339622642
823,National,X,2013,28,0.732182,0.829299,1576,862,X,1491,362,219,4510,1362,543833,0.5283018867924528,2013.5283018867924
824,National,X,2013,29,0.724558,0.802109,1432,849,X,1405,315,185,4186,1341,521874,0.5471698113207547,2013.5471698113208
825,National,X,2013,30,0.740848,0.806333,1416,800,X,1464,332,221,4233,1325,524969,0.5660377358490566,2013.566037735849
826,National,X,2013,31,0.726037,0.796937,1216,852,X,1284,350,184,3886,1290,487617,0.5849056603773585,2013.5849056603774
827,National,X,2013,32,0.7556390000000001,0.7791359999999999,1367,870,X,1338,302,198,4075,1299,523015,0.6037735849056604,2013.6037735849056
828,National,X,2013,33,0.761847,0.797653,1364,919,X,1366,331,188,4168,1276,522533,0.6226415094339622,2013.622641509434
829,National,X,2013,34,0.779896,0.825485,1331,892,X,1561,301,232,4317,1265,522965,0.6415094339622641,2013.6415094339623
830,National,X,2013,35,0.8991379999999999,0.9354690000000001,1499,1014,X,1814,410,316,5053,1260,540157,0.660377358490566,2013.6603773584907
831,National,X,2013,36,0.999524,1.04345,1681,1137,X,2035,462,311,5626,1317,539175,0.6792452830188679,2013.6792452830189
832,National,X,2013,37,1.0558,1.09107,1926,1217,X,2437,440,354,6374,1307,584196,0.6981132075471698,2013.698113207547
833,National,X,2013,38,1.0967,1.20108,2175,1350,X,2683,537,365,7110,1290,591969,0.7169811320754716,2013.7169811320755
834,National,X,2013,39,1.24709,1.26179,2393,1500,X,2963,648,459,7963,1364,631088,0.7358490566037735,2013.7358490566037
835,National,X,2013,40,1.15746,1.13249,2974,1840,X,3769,638,456,9677,1960,854487,0.7547169811320755,2013.754716981132
836,National,X,2013,41,1.2718399999999999,1.2112100000000001,3276,1924,X,3925,762,533,10420,1990,860298,0.7735849056603774,2013.7735849056603
837,National,X,2013,42,1.31623,1.25682,3483,2010,X,3880,785,500,10658,2018,848016,0.7924528301886793,2013.7924528301887
838,National,X,2013,43,1.3744399999999999,1.37097,3930,2292,X,4484,816,514,12036,2027,877917,0.8113207547169812,2013.811320754717
839,National,X,2013,44,1.46781,1.42956,4045,2354,X,4642,930,531,12502,2028,874537,0.8301886792452831,2013.8301886792453
840,National,X,2013,45,1.5834,1.53588,4434,2511,X,5062,953,538,13498,2017,878845,0.8490566037735849,2013.8490566037735
841,National,X,2013,46,1.60253,1.60267,4643,2716,X,5000,990,578,13927,2054,868987,0.8679245283018868,2013.867924528302
842,National,X,2013,47,1.72344,1.7326700000000002,4835,3088,X,5579,1083,583,15168,2012,875411,0.8867924528301887,2013.8867924528302
843,National,X,2013,48,2.11076,2.09858,4937,3027,X,4313,1059,639,13975,2042,665926,0.9056603773584906,2013.9056603773586
844,National,X,2013,49,2.1708,2.21374,5549,4375,X,6579,1552,865,18920,2055,854664,0.9245283018867925,2013.9245283018868
845,National,X,2013,50,2.36971,2.4167400000000003,5501,4458,X,7046,1591,802,19398,2054,802651,0.9433962264150944,2013.9433962264152
846,National,X,2013,51,3.15997,3.03071,6555,6525,X,8406,2272,939,24697,2009,814891,0.9622641509433962,2013.9622641509434
847,National,X,2013,52,4.59053,4.38724,7814,7499,X,7485,2874,1316,26988,2007,615148,0.9811320754716981,2013.9811320754718
848,National,X,2014,1,4.28195,4.2112,7488,9135,X,6726,3555,1750,28654,2033,680424,0.018867924528301886,2014.0188679245282
849,National,X,2014,2,3.5628800000000003,3.4649199999999998,6233,8846,X,7881,3565,1622,28147,2059,812343,0.03773584905660377,2014.0377358490566
850,National,X,2014,3,3.36378,3.3169800000000005,6007,8091,X,9517,3149,1606,28370,2049,855297,0.05660377358490566,2014.0566037735848
851,National,X,2014,4,3.39659,3.2407,5878,6818,X,8858,2616,1332,25502,2062,786928,0.07547169811320754,2014.0754716981132
852,National,X,2014,5,3.11922,2.88598,5133,6031,X,8714,2403,1203,23484,2051,813726,0.09433962264150944,2014.0943396226414
