,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,PortionOfYear,YearWPortion
853,National,X,2014,6,2.8357200000000002,2.6217200000000003,4729,5278,X,7711,2242,1125,21085,2051,804244,0.11320754716981132,2014.1132075471698
854,National,X,2014,7,2.48484,2.3406700000000003,4210,4470,X,6717,1829,969,18195,2018,777340,0.1320754716981132,2014.132075471698
855,National,X,2014,8,2.2741,2.12059,4250,4306,X,6121,1684,873,17234,2025,812700,0.1509433962264151,2014.1509433962265
856,National,X,2014,9,2.0724400000000003,1.91094,3953,3691,X,5875,1505,890,15914,1978,832786,0.16981132075471697,2014.1698113207547
857,National,X,2014,10,1.98207,1.9023,3775,3472,X,5575,1430,792,15044,1944,790831,0.18867924528301888,2014.188679245283
858,National,X,2014,11,1.8244099999999999,1.7661900000000001,3616,3210,X,5022,1360,816,14024,1904,794024,0.20754716981132076,2014.2075471698113
859,National,X,2014,12,1.8203599999999998,1.85791,3798,3285,X,5611,1422,810,14926,1922,803374,0.22641509433962265,2014.2264150943397
860,National,X,2014,13,1.7539099999999999,1.8209400000000002,3523,3256,X,5812,1298,772,14661,1887,805133,0.24528301886792453,2014.245283018868
861,National,X,2014,14,1.74542,1.83453,3582,3153,X,5659,1436,807,14637,1866,797863,0.2641509433962264,2014.2641509433963
862,National,X,2014,15,1.6723599999999998,1.75446,3574,2943,X,5587,1316,786,14206,1845,809707,0.2830188679245283,2014.2830188679245
863,National,X,2014,16,1.5165899999999999,1.51636,3130,2516,X,4279,1088,710,11723,1810,773101,0.3018867924528302,2014.301886792453
864,National,X,2014,17,1.4477799999999998,1.40334,2846,2504,X,3770,1036,658,10814,1771,770592,0.32075471698113206,2014.3207547169811
865,National,X,2014,18,1.2902799999999999,1.2593,2501,2084,X,3591,913,559,9648,1746,766139,0.33962264150943394,2014.3396226415093
866,National,X,2014,19,1.37388,1.32482,2789,2009,X,3615,834,528,9775,1714,737834,0.3584905660377358,2014.3584905660377
867,National,X,2014,20,1.34208,1.27576,2544,1876,X,3256,825,532,9033,1660,708049,0.37735849056603776,2014.377358490566
868,National,X,2014,21,1.3456299999999999,1.29483,2733,1742,X,3068,771,483,8797,1570,679395,0.39622641509433965,2014.3962264150944
869,National,X,2014,22,1.21291,1.2261,2528,1542,X,2459,625,504,7658,1554,624582,0.41509433962264153,2014.4150943396226
870,National,X,2014,23,1.1929100000000001,1.1453799999999998,2383,1492,X,2349,607,398,7229,1461,631143,0.4339622641509434,2014.433962264151
871,National,X,2014,24,1.1414600000000001,1.0678,2227,1413,X,2181,561,401,6783,1461,635233,0.4528301886792453,2014.4528301886792
872,National,X,2014,25,1.06503,1.07269,2159,1285,X,2009,528,388,6369,1392,593740,0.4716981132075472,2014.4716981132076
873,National,X,2014,26,1.12669,1.01298,2049,1235,X,1917,509,328,6038,1411,596063,0.49056603773584906,2014.4905660377358
874,National,X,2014,27,0.9473530000000001,0.994705,1865,1075,X,1688,416,308,5352,1388,538049,0.5094339622641509,2014.5094339622642
875,National,X,2014,28,0.9441870000000001,0.880862,1758,1122,X,1623,441,351,5295,1394,601116,0.5283018867924528,2014.5283018867924
876,National,X,2014,29,0.9348219999999999,0.858173,1582,1116,X,1621,403,361,5083,1376,592305,0.5471698113207547,2014.5471698113208
877,National,X,2014,30,0.8173600000000001,0.8051520000000001,1455,1128,X,1450,398,334,4765,1372,591814,0.5660377358490566,2014.566037735849
878,National,X,2014,31,0.852792,0.8187810000000001,1450,1094,X,1655,417,326,4942,1378,603580,0.5849056603773585,2014.5849056603774
879,National,X,2014,32,0.7469939999999999,0.7837350000000001,1460,1074,X,1528,409,273,4744,1382,605307,0.6037735849056604,2014.6037735849056
880,National,X,2014,33,0.7610979999999999,0.8487030000000001,1528,1107,X,1631,403,311,4980,1369,586778,0.6226415094339622,2014.622641509434
881,National,X,2014,34,0.7676270000000001,0.8341459999999999,1569,1196,X,1813,412,315,5305,1371,635980,0.6415094339622641,2014.6415094339623
882,National,X,2014,35,0.862176,0.9059809999999999,1684,1223,X,2184,401,307,5799,1353,640080,0.660377358490566,2014.6603773584907
883,National,X,2014,36,0.984907,1.04506,1753,1284,X,2258,453,302,6050,1352,578913,0.6792452830188679,2014.6792452830189
884,National,X,2014,37,1.16287,1.16816,2300,1550,X,3316,568,396,8130,1401,695966,0.6981132075471698,2014.698113207547
885,National,X,2014,38,1.2273100000000001,1.27649,2535,1705,X,3650,605,393,8888,1405,696282,0.7169811320754716,2014.7169811320755
886,National,X,2014,39,1.2071,1.29758,2522,1820,X,3447,657,428,8874,1407,683887,0.7358490566037735,2014.7358490566037
887,National,X,2014,40,1.16191,1.20612,2958,1959,X,3994,712,527,10150,1937,841540,0.7547169811320755,2014.754716981132
888,National,X,2014,41,1.30905,1.32485,3055,2116,X,4437,821,548,10977,1960,828544,0.7735849056603774,2014.7735849056603
889,National,X,2014,42,1.3707200000000002,1.41192,3442,2321,X,4728,870,580,11941,2000,845727,0.7924528301886793,2014.7924528301887
890,National,X,2014,43,1.43373,1.42547,3455,2459,X,4955,892,531,12292,2008,862314,0.8113207547169812,2014.811320754717
891,National,X,2014,44,1.42791,1.43909,3632,2242,X,5102,807,530,12313,2053,855608,0.8301886792452831,2014.8301886792453
892,National,X,2014,45,1.61605,1.61532,4277,2349,X,5799,863,565,13853,2058,857601,0.8490566037735849,2014.8490566037735
893,National,X,2014,46,1.65976,1.6647299999999998,4424,2323,X,5816,911,588,14062,1997,844700,0.8679245283018868,2014.867924528302
894,National,X,2014,47,2.05459,2.0058,4740,2921,X,7322,1049,642,16674,2058,831289,0.8867924528301887,2014.8867924528302
895,National,X,2014,48,2.5354099999999997,2.62227,5432,3277,X,6848,1165,880,17602,2067,671251,0.9056603773584906,2014.9056603773586
896,National,X,2014,49,2.5425299999999997,2.6074900000000003,6185,4623,X,9106,1767,1224,22905,2097,878430,0.9245283018867925,2014.9245283018868
897,National,X,2014,50,3.60563,3.4178,7424,5287,X,13050,1970,1441,29172,2069,853532,0.9433962264150944,2014.9433962264152
898,National,X,2014,51,4.9097599999999995,4.46555,9270,6920,X,16418,2671,2103,37382,2016,837119,0.9622641509433962,2014.9622641509434
899,National,X,2014,52,5.98221,6.11497,10363,8982,X,13951,3718,3519,40533,1984,662849,0.9811320754716981,2014.9811320754718
900,National,X,2014,53,5.47421,5.3097900000000005,9732,9348,X,9406,4288,4117,36891,1983,694773,1.0,2015.0
901,National,X,2015,1,4.2137400000000005,4.0789800000000005,7160,8072,X,9589,3614,3048,31483,1958,771835,0.018867924528301886,2015.0188679245282
902,National,X,2015,2,4.21022,3.93762,7044,6946,X,11966,2909,2339,31204,1971,792459,0.03773584905660377,2015.0377358490566
903,National,X,2015,3,4.25968,4.15076,7840,6451,X,13949,2951,2030,33221,1966,800359,0.05660377358490566,2015.0566037735848
904,National,X,2015,4,3.97761,3.87899,7118,5844,X,13159,2585,1915,30621,1955,789407,0.07547169811320754,2015.0754716981132
905,National,X,2015,5,3.6344300000000005,3.4579400000000002,6656,5380,X,12093,2368,1654,28151,1950,814097,0.09433962264150944,2015.0943396226414
906,National,X,2015,6,3.26527,3.06359,6429,4884,X,10328,2072,1505,25218,1917,823153,0.11320754716981132,2015.1132075471698
907,National,X,2015,7,2.93083,2.82646,5537,4295,X,8164,1842,1271,21109,1907,746836,0.1320754716981132,2015.132075471698
908,National,X,2015,8,2.54474,2.3599,4823,4061,X,7280,1765,1249,19178,1934,812660,0.1509433962264151,2015.1509433962265
909,National,X,2015,9,2.47227,2.33472,4639,3914,X,7116,1696,1076,18441,1912,789858,0.16981132075471697,2015.1698113207547
910,National,X,2015,10,2.35665,2.21286,4710,3654,X,6748,1654,1067,17833,1907,805881,0.18867924528301888,2015.188679245283
911,National,X,2015,11,2.17008,2.07619,4559,3482,X,6084,1573,997,16695,1883,804117,0.20754716981132076,2015.2075471698113
912,National,X,2015,12,2.04297,2.01267,4418,3284,X,6003,1486,931,16122,1848,801027,0.22641509433962265,2015.2264150943397
913,National,X,2015,13,1.954,1.94192,4174,2968,X,5623,1321,889,14975,1819,771143,0.24528301886792453,2015.245283018868
914,National,X,2015,14,1.7228700000000001,1.7480900000000001,3903,2931,X,4634,1387,878,13733,1820,785602,0.2641509433962264,2015.2641509433963
915,National,X,2015,15,1.53694,1.50367,3448,2448,X,4214,1160,774,12044,1813,800974,0.2830188679245283,2015.2830188679245
916,National,X,2015,16,1.38283,1.4349399999999999,3182,2052,X,4011,975,640,10860,1768,756827,0.3018867924528302,2015.301886792453
917,National,X,2015,17,1.46265,1.4567299999999999,3203,2122,X,4280,888,602,11095,1753,761638,0.32075471698113206,2015.3207547169811
918,National,X,2015,18,1.38934,1.42836,3106,2074,X,4079,846,589,10694,1735,748690,0.33962264150943394,2015.3396226415093
919,National,X,2015,19,1.3468,1.35297,2805,1810,X,3641,813,602,9671,1688,714799,0.3584905660377358,2015.3584905660377
920,National,X,2015,20,1.25452,1.33093,2754,1768,X,3296,736,470,9024,1622,678023,0.37735849056603776,2015.377358490566
921,National,X,2015,21,1.21636,1.2842200000000001,2593,1461,X,2714,652,493,7913,1579,616171,0.39622641509433965,2015.3962264150944
922,National,X,2015,22,1.16734,1.13889,2211,1334,X,2345,594,462,6946,1505,609891,0.41509433962264153,2015.4150943396226
923,National,X,2015,23,1.04654,1.10343,2109,1320,X,2284,575,456,6744,1455,611184,0.4339622641509434,2015.433962264151
924,National,X,2015,24,0.9436610000000001,0.9707479999999999,1734,1167,X,2046,495,408,5850,1459,602628,0.4528301886792453,2015.4528301886792
925,National,X,2015,25,0.9350459999999999,0.9986809999999999,1897,1170,X,1921,496,429,5913,1445,592081,0.4716981132075472,2015.4716981132076
926,National,X,2015,26,0.9347260000000001,0.978057,1678,1043,X,1701,430,380,5232,1417,534938,0.49056603773584906,2015.4905660377358
927,National,X,2015,27,0.864118,0.866431,1546,1081,X,1675,443,371,5116,1428,590468,0.5094339622641509,2015.5094339622642
928,National,X,2015,28,0.806535,0.827757,1487,1028,X,1609,405,341,4870,1411,588337,0.5283018867924528,2015.5283018867924
929,National,X,2015,29,0.742747,0.7975720000000001,1383,1011,X,1498,413,321,4626,1401,580010,0.5471698113207547,2015.5471698113208
930,National,X,2015,30,0.737859,0.811221,1415,999,X,1459,432,300,4605,1352,567663,0.5660377358490566,2015.566037735849
931,National,X,2015,31,0.743224,0.8211649999999999,1392,1026,X,1590,420,325,4753,1364,578812,0.5849056603773585,2015.5849056603774
932,National,X,2015,32,0.805251,0.819435,1330,1062,X,1667,400,291,4750,1340,579668,0.6037735849056604,2015.6037735849056
933,National,X,2015,33,0.816943,0.8480409999999999,1429,1134,X,1815,436,359,5173,1356,609994,0.6226415094339622,2015.622641509434
934,National,X,2015,34,0.8145180000000001,0.888524,1687,1151,X,2033,423,354,5648,1362,635661,0.6415094339622641,2015.6415094339623
935,National,X,2015,35,0.86067,0.9628260000000001,1636,1230,X,2292,481,324,5963,1354,619323,0.660377358490566,2015.6603773584907
936,National,X,2015,36,0.886704,1.02252,1714,1297,X,2169,461,329,5970,1349,583853,0.6792452830188679,2015.6792452830189
937,National,X,2015,37,1.00845,1.08392,1993,1392,X,2744,536,397,7062,1369,651524,0.6981132075471698,2015.698113207547
938,National,X,2015,38,1.06625,1.17724,2178,1520,X,2947,627,432,7704,1367,654414,0.7169811320754716,2015.7169811320755
939,National,X,2015,39,1.05995,1.1716,2170,1654,X,2746,652,404,7626,1332,650904,0.7358490566037735,2015.7358490566037
940,National,X,2015,40,1.22559,1.24325,2849,2015,X,3693,871,621,10049,1963,808287,0.7547169811320755,2015.754716981132
941,National,X,2015,41,1.31066,1.3234,3016,2102,X,4007,912,678,10715,1976,809660,0.7735849056603774,2015.7735849056603
942,National,X,2015,42,1.3711,1.40399,3263,2357,X,4360,951,653,11584,1995,825079,0.7924528301886793,2015.7924528301887
943,National,X,2015,43,1.39171,1.37629,3141,2254,X,4148,927,694,11164,1999,811165,0.8113207547169812,2015.811320754717
944,National,X,2015,44,1.4371200000000002,1.46866,3563,2450,X,4783,935,692,12423,2048,845875,0.8301886792452831,2015.8301886792453
945,National,X,2015,45,1.50165,1.5330000000000001,3746,2517,X,4725,943,745,12676,2028,826877,0.8490566037735849,2015.8490566037735
946,National,X,2015,46,1.59805,1.6084100000000001,3960,2656,X,5076,1026,766,13484,2023,838344,0.8679245283018868,2015.867924528302
947,National,X,2015,47,1.89668,1.90047,3974,2427,X,4073,981,703,12158,2000,639738,0.8867924528301887,2015.8867924528302
948,National,X,2015,48,1.6772799999999999,1.73645,4469,3011,X,5076,1232,829,14617,2040,841777,0.9056603773584906,2015.9056603773586
949,National,X,2015,49,1.7829599999999999,1.81945,4575,2902,X,5384,1252,873,14986,2020,823657,0.9245283018867925,2015.9245283018868
950,National,X,2015,50,1.87336,1.9657099999999998,5135,2963,X,5105,1250,943,15396,2000,783227,0.9433962264150944,2015.9433962264152
951,National,X,2015,51,2.3214799999999998,2.42021,5377,2876,X,4317,1256,1013,14839,1978,613128,0.9622641509433962,2015.9622641509434
952,National,X,2015,52,2.40991,2.41083,5700,3264,X,4011,1524,1180,15679,1949,650356,0.9811320754716981,2015.9811320754718
953,National,X,2016,1,1.94328,1.98859,4775,3597,X,4494,1631,1157,15654,2004,787192,0.018867924528301886,2016.0188679245282
954,National,X,2016,2,1.99796,1.98985,4574,3180,X,5362,1380,1021,15517,2005,779809,0.03773584905660377,2016.0377358490566
955,National,X,2016,3,2.11829,2.1071,4804,3226,X,5380,1297,954,15661,2008,743249,0.05660377358490566,2016.0566037735848
956,National,X,2016,4,2.2511200000000002,2.19256,5088,3615,X,6882,1551,1007,18143,2026,827482,0.07547169811320754,2016.0754716981132
957,National,X,2016,5,2.3711599999999997,2.3001400000000003,5135,3759,X,7353,1625,1072,18944,2007,823602,0.09433962264150944,2016.0943396226414
958,National,X,2016,6,2.80035,2.6757400000000002,5645,4600,X,8434,1916,1179,21774,2000,813755,0.11320754716981132,2016.1132075471698
959,National,X,2016,7,3.16475,3.02427,5997,5642,X,9325,2347,1370,24681,1993,816098,0.1320754716981132,2016.132075471698
960,National,X,2016,8,3.15183,3.11328,6299,6001,X,10127,2606,1390,26423,1956,848718,0.1509433962264151,2016.1509433962265
961,National,X,2016,9,3.3321,3.3278800000000004,6619,6395,X,11415,2599,1440,28468,1952,855439,0.16981132075471697,2016.1698113207547
962,National,X,2016,10,3.5602400000000003,3.5918,6660,7358,X,11856,2977,1630,30481,1922,848628,0.18867924528301888,2016.188679245283
963,National,X,2016,11,3.05479,3.09262,5574,6026,X,9334,2489,1471,24894,1898,804948,0.20754716981132076,2016.2075471698113
964,National,X,2016,12,2.7673200000000002,2.78803,5187,4982,X,8489,2000,1282,21940,1900,786936,0.22641509433962265,2016.2264150943397
965,National,X,2016,13,2.44161,2.52371,4581,4476,X,7392,1953,1201,19603,1832,776752,0.24528301886792453,2016.245283018868
966,National,X,2016,14,2.03348,2.12928,3707,3869,X,6403,1660,1130,16769,1813,787543,0.2641509433962264,2016.2641509433963
967,National,X,2016,15,1.98593,2.0514200000000002,3572,3530,X,6595,1533,1031,16261,1805,792672,0.2830188679245283,2016.2830188679245
968,National,X,2016,16,1.91514,1.98957,3515,3247,X,6357,1373,945,15437,1774,775895,0.3018867924528302,2016.301886792453
969,National,X,2016,17,1.6996799999999999,1.7858,3157,2986,X,5557,1235,901,13836,1759,774777,0.32075471698113206,2016.3207547169811
970,National,X,2016,18,1.57635,1.60144,2772,2586,X,4729,1037,746,11870,1742,741210,0.33962264150943394,2016.3396226415093
971,National,X,2016,19,1.3935,1.4743,2871,2276,X,4046,849,665,10707,1690,726244,0.3584905660377358,2016.3584905660377
972,National,X,2016,20,1.29941,1.42286,2688,1998,X,3630,839,643,9798,1626,688612,0.37735849056603776,2016.377358490566
973,National,X,2016,21,1.18379,1.38196,2612,1714,X,3126,717,618,8787,1439,635835,0.39622641509433965,2016.3962264150944
974,National,X,2016,22,1.13723,1.33712,2545,1637,X,2620,663,532,7997,1482,598077,0.41509433962264153,2016.4150943396226
975,National,X,2016,23,1.04118,1.13894,2293,1460,X,2313,617,518,7201,1446,632252,0.4339622641509434,2016.433962264151
976,National,X,2016,24,0.971814,1.09641,2189,1354,X,2171,588,466,6768,1440,617287,0.4528301886792453,2016.4528301886792
977,National,X,2016,25,0.8633059999999999,0.999559,2062,1178,X,1905,493,386,6024,1402,602666,0.4716981132075472,2016.4716981132076
978,National,X,2016,26,0.8337969999999999,0.99095,1873,1146,X,1810,473,384,5686,1382,573793,0.49056603773584906,2016.4905660377358
979,National,X,2016,27,0.784516,0.9312530000000001,1646,985,X,1641,463,383,5118,1379,549582,0.5094339622641509,2016.5094339622642
980,National,X,2016,28,0.7343270000000001,0.843118,1610,1064,X,1599,422,383,5078,1392,602288,0.5283018867924528,2016.5283018867924
981,National,X,2016,29,0.6988449999999999,0.8402860000000001,1670,994,X,1621,384,375,5044,1388,600272,0.5471698113207547,2016.5471698113208
982,National,X,2016,30,0.7230989999999999,0.8300649999999999,1580,1036,X,1624,362,323,4925,1393,593327,0.5660377358490566,2016.566037735849
983,National,X,2016,31,0.663501,0.790428,1455,971,X,1496,359,315,4596,1360,581457,0.5849056603773585,2016.5849056603774
984,National,X,2016,32,0.69276,0.8308260000000001,1512,1016,X,1639,382,319,4868,1329,585923,0.6037735849056604,2016.6037735849056
985,National,X,2016,33,0.710029,0.8567959999999999,1644,1028,X,1914,373,306,5265,1345,614499,0.6226415094339622,2016.622641509434
986,National,X,2016,34,0.834232,1.00746,1848,1234,X,2364,465,349,6260,1356,621362,0.6415094339622641,2016.6415094339623
987,National,X,2016,35,0.9926209999999999,1.0586799999999998,1815,1242,X,2651,455,341,6504,1354,614349,0.660377358490566,2016.6603773584907
988,National,X,2016,36,1.01605,1.10028,1883,1284,X,2604,471,381,6623,1347,601938,0.6792452830188679,2016.6792452830189
989,National,X,2016,37,1.07169,1.1457,2026,1509,X,3073,579,452,7639,1365,666755,0.6981132075471698,2016.698113207547
990,National,X,2016,38,1.1016299999999999,1.2189,2341,1539,X,3298,613,438,8229,1363,675119,0.7169811320754716,2016.7169811320755
991,National,X,2016,39,1.18841,1.31113,2413,1645,X,3334,630,483,8505,1389,648678,0.7358490566037735,2016.7358490566037
992,National,X,2016,40,1.19763,1.25626,3119,2149,X,4174,833,645,10920,1956,869249,0.7547169811320755,2016.754716981132
993,National,X,2016,41,1.2288700000000001,1.2921799999999999,3207,2155,X,4078,879,678,10997,1977,851042,0.7735849056603774,2016.7735849056603
994,National,X,2016,42,1.2672299999999999,1.3302399999999999,3564,2234,X,4452,981,695,11926,1986,896532,0.7924528301886793,2016.7924528301887
995,National,X,2016,43,1.36226,1.42562,3786,2406,X,4769,987,700,12648,2008,887194,0.8113207547169812,2016.811320754717
996,National,X,2016,44,1.48468,1.5699100000000001,4314,2444,X,5287,1030,715,13790,2001,878396,0.8301886792452831,2016.8301886792453
997,National,X,2016,45,1.5583799999999999,1.65029,4703,2549,X,5193,1055,758,14258,1993,863967,0.8490566037735849,2016.8490566037735
998,National,X,2016,46,1.6463900000000002,1.73187,4979,2659,X,5610,1083,829,15160,2002,875353,0.8679245283018868,2016.867924528302
999,National,X,2016,47,1.9119599999999999,2.03348,5032,2634,X,4567,1108,867,14208,2013,698702,0.8867924528301887,2016.8867924528302
1000,National,X,2016,48,1.81129,1.88027,5209,3326,X,5655,1359,1056,16605,2005,883118,0.9056603773584906,2016.9056603773586
1001,National,X,2016,49,1.9166900000000002,2.00307,5512,3188,X,5814,1415,1047,16976,2018,847500,0.9245283018867925,2016.9245283018868
1002,National,X,2016,50,2.2067099999999997,2.27465,5744,3491,X,6724,1485,1019,18463,2005,811687,0.9433962264150944,2016.9433962264152
1003,National,X,2016,51,2.73096,2.9137,6657,4099,X,7470,1923,1421,21570,1982,740295,0.9622641509433962,2016.9622641509434
1004,National,X,2016,52,3.3615199999999996,3.5476900000000002,7712,5247,X,7144,2652,2145,24900,1931,701866,0.9811320754716981,2016.9811320754718
1005,National,X,2017,1,3.09232,3.0796900000000003,6716,5673,X,6786,2773,2230,24178,2028,785080,0.018867924528301886,2017.0188679245282
1006,National,X,2017,2,3.07623,3.0209599999999996,6022,5315,X,8847,2639,2081,24904,2001,824374,0.03773584905660377,2017.0377358490566
1007,National,X,2017,3,3.50708,3.40075,6403,5588,X,12121,2717,1930,28759,2033,845666,0.05660377358490566,2017.0566037735848
1008,National,X,2017,4,3.79872,3.53148,6958,5762,X,14064,2617,1820,31221,2024,884076,0.07547169811320754,2017.0754716981132
1009,National,X,2017,5,4.43601,4.04671,7452,6522,X,17475,2968,2093,36510,2029,902215,0.09433962264150944,2017.0943396226414
1010,National,X,2017,6,5.06094,4.75345,8110,8235,X,20150,3749,2646,42890,2030,902292,0.11320754716981132,2017.1132075471698
1011,National,X,2017,7,4.85988,4.65322,7737,8348,X,18715,3660,2638,41098,1973,883216,0.1320754716981132,2017.132075471698
1012,National,X,2017,8,4.57809,4.56893,7649,8560,X,17300,3807,2808,40124,1990,878193,0.1509433962264151,2017.1509433962265
1013,National,X,2017,9,3.55555,3.45379,6129,6496,X,12394,2983,2181,30183,1998,873909,0.16981132075471697,2017.1698113207547
1014,National,X,2017,10,3.50492,3.29578,5851,5970,X,11546,2766,1918,28051,1973,851118,0.18867924528301888,2017.188679245283
1015,National,X,2017,11,3.21406,3.1631099999999996,5503,5535,X,10084,2582,1780,25484,1961,805664,0.20754716981132076,2017.2075471698113
1016,National,X,2017,12,3.0985400000000003,3.1402,5518,5860,X,11512,2642,1839,27371,1943,871632,0.22641509433962265,2017.2264150943397
1017,National,X,2017,13,2.79765,2.88096,5158,5078,X,10155,2356,1628,24375,1904,846072,0.24528301886792453,2017.245283018868
1018,National,X,2017,14,2.38646,2.3698900000000003,4490,3918,X,8183,1760,1333,19684,1910,830587,0.2641509433962264,2017.2641509433963
1019,National,X,2017,15,1.9669900000000002,1.9353900000000002,3909,3152,X,5851,1470,1170,15552,1865,803557,0.2830188679245283,2017.2830188679245
1020,National,X,2017,16,1.7352299999999998,1.6406,3308,2766,X,4683,1258,997,13012,1850,793124,0.3018867924528302,2017.301886792453
1021,National,X,2017,17,1.5635,1.47817,2997,2392,X,4497,1111,958,11955,1850,808770,0.32075471698113206,2017.3207547169811
1022,National,X,2017,18,1.4041,1.36819,2890,2039,X,4106,1011,717,10763,1800,786659,0.33962264150943394,2017.3396226415093
1023,National,X,2017,19,1.27729,1.33856,2746,2037,X,3822,862,721,10188,1770,761114,0.3584905660377358,2017.3584905660377
1024,National,X,2017,20,1.28245,1.34625,2685,2011,X,3518,886,709,9809,1749,728618,0.37735849056603776,2017.377358490566
1025,National,X,2017,21,1.1658899999999999,1.2648700000000002,2341,1745,X,3060,771,647,8564,1617,677064,0.39622641509433965,2017.3962264150944
1026,National,X,2017,22,1.10922,1.25688,2312,1577,X,2575,710,583,7757,1572,617165,0.41509433962264153,2017.4150943396226
1027,National,X,2017,23,1.04387,1.1579899999999999,2456,1462,X,2377,672,591,7558,1498,652681,0.4339622641509434,2017.433962264151
1028,National,X,2017,24,0.9050889999999999,1.04831,2049,1346,X,2099,595,547,6636,1472,633019,0.4528301886792453,2017.4528301886792
1029,National,X,2017,25,0.900337,0.988607,1930,1299,X,1972,560,503,6264,1502,633619,0.4716981132075472,2017.4716981132076
1030,National,X,2017,26,0.8595389999999999,0.9616049999999999,1771,1121,X,1748,489,467,5596,1424,581944,0.49056603773584906,2017.4905660377358
1031,National,X,2017,27,0.8188310000000001,0.9556450000000001,1728,1111,X,1564,505,418,5326,1461,557320,0.5094339622641509,2017.5094339622642
1032,National,X,2017,28,0.7525029999999999,0.8274299999999999,1545,1004,X,1578,462,372,4961,1410,599567,0.5283018867924528,2017.5283018867924
1033,National,X,2017,29,0.7372,0.814071,1549,918,X,1426,451,420,4764,1403,585207,0.5471698113207547,2017.5471698113208
1034,National,X,2017,30,0.733096,0.8181149999999999,1576,953,X,1516,459,376,4880,1382,596493,0.5660377358490566,2017.566037735849
1035,National,X,2017,31,0.73102,0.829757,1529,1037,X,1485,415,433,4899,1393,590414,0.5849056603773585,2017.5849056603774
1036,National,X,2017,32,0.688338,0.828501,1559,1044,X,1481,441,390,4915,1390,593240,0.6037735849056604,2017.6037735849056
1037,National,X,2017,33,0.732049,0.8858959999999999,1603,1097,X,1691,427,412,5230,1351,590363,0.6226415094339622,2017.622641509434
1038,National,X,2017,34,0.911641,1.05599,1977,1261,X,2556,474,414,6682,1382,632771,0.6415094339622641,2017.6415094339623
1039,National,X,2017,35,1.02105,1.11768,2076,1302,X,2726,526,503,7133,1371,638196,0.660377358490566,2017.6603773584907
1040,National,X,2017,36,1.09335,1.1384299999999998,2074,1369,X,2488,587,555,7073,1386,621296,0.6792452830188679,2017.6792452830189
1041,National,X,2017,37,1.09515,1.13416,2375,1658,X,2947,709,628,8317,1486,733316,0.6981132075471698,2017.698113207547
1042,National,X,2017,38,1.09699,1.17508,2544,1625,X,3075,664,658,8566,1487,728970,0.7169811320754716,2017.7169811320755
1043,National,X,2017,39,1.18823,1.23773,2840,1652,X,3201,746,640,9079,1470,733519,0.7358490566037735,2017.7358490566037
1044,National,X,2017,40,1.26841,1.27973,3852,2502,X,4566,1075,877,12872,2226,1005840,0.7547169811320755,2017.754716981132
1045,National,X,2017,41,1.30548,1.32949,4119,2686,X,4463,1078,952,13298,2252,1000234,0.7735849056603774,2017.7735849056603
1046,National,X,2017,42,1.3427,1.40743,4416,2823,X,5007,1142,976,14364,2273,1020587,0.7924528301886793,2017.7924528301887
1047,National,X,2017,43,1.51794,1.56987,5012,2927,X,5539,1327,1055,15860,2272,1010276,0.8113207547169812,2017.811320754717
1048,National,X,2017,44,1.74744,1.70028,5222,3301,X,6139,1368,1065,17095,2228,1005422,0.8301886792452831,2017.8301886792453
1049,National,X,2017,45,1.8885299999999998,1.8622,6131,3616,X,6682,1525,1132,19086,2294,1024918,0.8490566037735849,2017.8490566037735
1050,National,X,2017,46,2.06095,2.0706700000000002,6887,4252,X,7590,1807,1396,21932,2302,1059176,0.8679245283018868,2017.867924528302
1051,National,X,2017,47,2.2818099999999997,2.33331,6958,3855,X,5888,1711,1451,19863,2277,851281,0.8867924528301887,2017.8867924528302
1052,National,X,2017,48,2.28695,2.2441400000000002,7016,5253,X,7482,2211,1834,23796,2284,1060364,0.9056603773584906,2017.9056603773586
1053,National,X,2017,49,2.58575,2.49151,7233,5059,X,8500,2340,1864,24996,2278,1003246,0.9245283018867925,2017.9245283018868
1054,National,X,2017,50,3.36708,3.19492,8291,6678,X,11267,2965,2338,31539,2268,987160,0.9433962264150944,2017.9433962264152
1055,National,X,2017,51,4.73798,4.43089,10458,9864,X,14172,4583,3743,42820,2215,966397,0.9622641509433962,2017.9622641509434
1056,National,X,2017,52,5.71443,5.45339,11354,11533,X,11556,5760,5129,45332,2137,831263,0.9811320754716981,2017.9811320754718
1057,National,X,2018,1,5.750380000000001,5.3516,9418,13407,X,11725,6885,5910,47345,2247,884688,0.018867924528301886,2018.0188679245282
1058,National,X,2018,2,5.9019900000000005,5.5224400000000005,10071,15411,X,17371,7788,6219,56860,2261,1029617,0.03773584905660377,2018.0377358490566
1059,National,X,2018,3,6.52421,6.33809,12019,16048,X,21926,7590,5587,63170,2291,996672,0.05660377358490566,2018.0566037735848
1060,National,X,2018,4,7.1695899999999995,7.01743,13449,18400,X,30662,8941,6106,77558,2293,1105219,0.07547169811320754,2018.0754716981132
1061,National,X,2018,5,7.52739,7.77912,14879,19136,X,37266,8952,5974,86207,2280,1108185,0.09433962264150944,2018.0943396226414
